GeneID	GeneName	GTEx_Tissue	AltaiPCTL	VindijaPCTL	DenisovaPCTL
ENSG00000049246	PER3	Skin_Sun_Exposed_Lower_leg	45.4073482428115	45.4073482428115	28.03514376996805
ENSG00000049246	PER3	Whole_Blood	63.218849840255594	63.218849840255594	63.218849840255594
ENSG00000050748	MAPK9	Adipose_Subcutaneous	74.24121405750799	74.12140575079871	79.83226837060703
ENSG00000050748	MAPK9	Adipose_Visceral_Omentum	96.1261980830671	95.12779552715655	92.69169329073482
ENSG00000050748	MAPK9	Esophagus_Muscularis	83.4464856230032	83.4464856230032	83.4464856230032
ENSG00000050748	MAPK9	Artery_Aorta	71.60543130990415	34.90415335463259	26.317891373801917
ENSG00000050748	MAPK9	Lung	3.6741214057507987	0.3194888178913738	0.5591054313099042
ENSG00000050748	MAPK9	Artery_Tibial	35.962460063897765	35.962460063897765	35.962460063897765
ENSG00000050748	MAPK9	Nerve_Tibial	16.93290734824281	0.23961661341853036	5.151757188498403
ENSG00000050748	MAPK9	Brain_Cerebellar_Hemisphere	8.746006389776358	17.33226837060703	4.39297124600639
ENSG00000050748	MAPK9	Pancreas	64.1773162939297	64.6964856230032	70.80670926517571
ENSG00000050748	MAPK9	Skin_Not_Sun_Exposed_Suprapubic	73.28274760383387	33.965654952076676	33.965654952076676
ENSG00000050748	MAPK9	Skin_Sun_Exposed_Lower_leg	12.939297124600639	9.784345047923322	10.503194888178914
ENSG00000050748	MAPK9	Small_Intestine_Terminal_Ileum	1.4776357827476039	1.4776357827476039	0.5990415335463258
ENSG00000050748	MAPK9	Breast_Mammary_Tissue	48.1629392971246	39.13738019169329	39.8961661341853
ENSG00000050748	MAPK9	Stomach	27.436102236421725	12.460063897763579	59.22523961661342
ENSG00000050748	MAPK9	Testis	27.635782747603834	62.61980830670927	29.273162939297123
ENSG00000050748	MAPK9	Cells_Cultured_fibroblasts	9.145367412140574	9.145367412140574	9.145367412140574
ENSG00000050748	MAPK9	Thyroid	7.827476038338658	7.827476038338658	21.56549520766773
ENSG00000050748	MAPK9	Colon_Transverse	95.50718849840256	30.31150159744409	45.54712460063898
ENSG00000050748	MAPK9	Whole_Blood	18.610223642172524	18.610223642172524	63.53833865814696
ENSG00000054277	OPN3	Adipose_Subcutaneous	84.34504792332268	91.57348242811501	50.9185303514377
ENSG00000054277	OPN3	Esophagus_Mucosa	2.476038338658147	2.476038338658147	26.15814696485623
ENSG00000054277	OPN3	Adipose_Visceral_Omentum	51.757188498402556	51.757188498402556	40.73482428115016
ENSG00000054277	OPN3	Esophagus_Muscularis	45.72683706070288	45.72683706070288	45.72683706070288
ENSG00000054277	OPN3	Artery_Tibial	4.892172523961661	4.892172523961661	4.892172523961661
ENSG00000054277	OPN3	Muscle_Skeletal	74.36102236421725	74.36102236421725	39.49680511182109
ENSG00000054277	OPN3	Nerve_Tibial	49.70047923322684	50.89856230031949	39.656549520766774
ENSG00000054277	OPN3	Pancreas	68.73003194888179	68.73003194888179	38.87779552715655
ENSG00000054277	OPN3	Brain_Nucleus_accumbens_basal_ganglia	46.48562300319489	46.48562300319489	69.129392971246
ENSG00000054277	OPN3	Breast_Mammary_Tissue	69.80830670926518	69.80830670926518	69.80830670926518
ENSG00000054277	OPN3	Testis	46.08626198083067	21.76517571884984	37.340255591054316
ENSG00000054277	OPN3	Cells_Cultured_fibroblasts	2.635782747603834	2.635782747603834	0.35942492012779553
ENSG00000054277	OPN3	Thyroid	74.90015974440895	74.90015974440895	7.567891373801917
ENSG00000054277	OPN3	Colon_Sigmoid	85.20367412140575	85.20367412140575	7.0287539936102235
ENSG00000054277	OPN3	Whole_Blood	88.9776357827476	88.9776357827476	88.9776357827476
ENSG00000057593	F7	Adipose_Subcutaneous	33.28674121405751	33.28674121405751	33.28674121405751
ENSG00000057593	F7	Esophagus_Muscularis	3.753993610223642	3.753993610223642	2.635782747603834
ENSG00000057593	F7	Heart_Atrial_Appendage	26.517571884984026	26.517571884984026	18.09105431309904
ENSG00000057593	F7	Brain_Anterior_cingulate_cortex_BA24	28.833865814696484	28.833865814696484	28.833865814696484
ENSG00000057593	F7	Liver	15.97444089456869	18.570287539936103	54.153354632587856
ENSG00000057593	F7	Brain_Caudate_basal_ganglia	41.13418530351438	41.13418530351438	47.72364217252396
ENSG00000057593	F7	Brain_Cerebellar_Hemisphere	34.384984025559106	84.26517571884985	35.38338658146965
ENSG00000057593	F7	Brain_Cerebellum	25.47923322683706	25.47923322683706	23.482428115015974
ENSG00000057593	F7	Brain_Frontal_Cortex_BA9	24.161341853035143	24.161341853035143	19.129392971246006
ENSG00000057593	F7	Prostate	1.6773162939297124	8.58626198083067	1.4376996805111821
ENSG00000057593	F7	Skin_Not_Sun_Exposed_Suprapubic	95.00798722044729	95.00798722044729	95.00798722044729
ENSG00000057593	F7	Skin_Sun_Exposed_Lower_leg	26.956869009584665	26.956869009584665	26.956869009584665
ENSG00000057593	F7	Brain_Nucleus_accumbens_basal_ganglia	0.5191693290734825	0.5191693290734825	0.7188498402555911
ENSG00000057593	F7	Brain_Putamen_basal_ganglia	5.31150159744409	31.230031948881788	0.7987220447284346
ENSG00000057593	F7	Cells_Cultured_fibroblasts	79.37300319488818	79.37300319488818	79.37300319488818
ENSG00000072310	SREBF1	Adipose_Subcutaneous	99.92012779552715	99.92012779552715	98.44249201277955
ENSG00000072310	SREBF1	Adrenal_Gland	92.81150159744409	91.85303514376997	91.41373801916933
ENSG00000072310	SREBF1	Heart_Left_Ventricle	50.19968051118211	35.543130990415335	26.15814696485623
ENSG00000072310	SREBF1	Artery_Aorta	21.96485623003195	13.258785942492013	3.055111821086262
ENSG00000072310	SREBF1	Liver	17.61182108626198	17.61182108626198	17.61182108626198
ENSG00000072310	SREBF1	Artery_Coronary	19.40894568690096	18.769968051118212	71.44568690095846
ENSG00000072310	SREBF1	Muscle_Skeletal	81.76916932907348	81.76916932907348	18.150958466453673
ENSG00000072310	SREBF1	Nerve_Tibial	90.67492012779553	90.67492012779553	90.67492012779553
ENSG00000072310	SREBF1	Cells_Cultured_fibroblasts	87.5	87.5	87.5
ENSG00000072310	SREBF1	Thyroid	15.255591054313099	15.255591054313099	15.255591054313099
ENSG00000072310	SREBF1	Whole_Blood	33.266773162939295	33.10702875399361	33.266773162939295
ENSG00000076685	NT5C2	Adipose_Subcutaneous	46.34584664536741	46.34584664536741	46.34584664536741
ENSG00000076685	NT5C2	Esophagus_Mucosa	76.55750798722045	76.55750798722045	64.97603833865814
ENSG00000076685	NT5C2	Adipose_Visceral_Omentum	1.876996805111821	1.876996805111821	1.876996805111821
ENSG00000076685	NT5C2	Esophagus_Muscularis	71.66533546325878	71.66533546325878	33.98562300319489
ENSG00000076685	NT5C2	Adrenal_Gland	83.86581469648563	83.86581469648563	83.86581469648563
ENSG00000076685	NT5C2	Artery_Aorta	48.82188498402556	48.82188498402556	48.82188498402556
ENSG00000076685	NT5C2	Artery_Tibial	29.83226837060703	29.83226837060703	29.83226837060703
ENSG00000076685	NT5C2	Muscle_Skeletal	13.997603833865815	13.997603833865815	7.348242811501597
ENSG00000076685	NT5C2	Brain_Cerebellar_Hemisphere	42.13258785942492	42.13258785942492	42.13258785942492
ENSG00000076685	NT5C2	Brain_Cerebellum	17.971246006389777	17.971246006389777	17.971246006389777
ENSG00000076685	NT5C2	Brain_Cortex	27.31629392971246	27.31629392971246	35.94249201277955
ENSG00000076685	NT5C2	Pituitary	66.41373801916933	66.41373801916933	89.45686900958466
ENSG00000076685	NT5C2	Breast_Mammary_Tissue	13.418530351437699	48.36261980830671	76.55750798722045
ENSG00000076685	NT5C2	Testis	57.048722044728436	57.048722044728436	33.626198083067095
ENSG00000076685	NT5C2	Cells_Cultured_fibroblasts	98.04313099041534	98.04313099041534	98.04313099041534
ENSG00000076685	NT5C2	Vagina	97.64376996805112	97.64376996805112	99.76038338658147
ENSG00000076685	NT5C2	Whole_Blood	4.313099041533547	4.313099041533547	4.313099041533547
ENSG00000082701	GSK3B	Adipose_Subcutaneous	75.31948881789137	75.31948881789137	86.22204472843451
ENSG00000082701	GSK3B	Esophagus_Mucosa	16.01437699680511	16.01437699680511	16.01437699680511
ENSG00000082701	GSK3B	Adipose_Visceral_Omentum	0.19968051118210864	0.19968051118210864	5.7507987220447285
ENSG00000082701	GSK3B	Esophagus_Muscularis	59.7444089456869	59.7444089456869	54.073482428115014
ENSG00000082701	GSK3B	Artery_Aorta	51.956869009584665	51.956869009584665	51.956869009584665
ENSG00000082701	GSK3B	Artery_Coronary	35.14376996805112	35.14376996805112	40.415335463258785
ENSG00000082701	GSK3B	Lung	50.579073482428115	50.579073482428115	42.87140575079872
ENSG00000082701	GSK3B	Artery_Tibial	76.07827476038338	76.07827476038338	82.5479233226837
ENSG00000082701	GSK3B	Muscle_Skeletal	63.39856230031949	74.36102236421725	63.39856230031949
ENSG00000082701	GSK3B	Nerve_Tibial	82.34824281150159	82.34824281150159	82.34824281150159
ENSG00000082701	GSK3B	Pancreas	79.87220447284345	79.87220447284345	79.87220447284345
ENSG00000082701	GSK3B	Brain_Cortex	42.23242811501598	42.23242811501598	42.23242811501598
ENSG00000082701	GSK3B	Pituitary	8.905750798722044	8.905750798722044	1.876996805111821
ENSG00000082701	GSK3B	Skin_Not_Sun_Exposed_Suprapubic	22.20447284345048	22.20447284345048	22.20447284345048
ENSG00000082701	GSK3B	Skin_Sun_Exposed_Lower_leg	77.51597444089457	93.9297124600639	93.9297124600639
ENSG00000082701	GSK3B	Breast_Mammary_Tissue	98.00319488817891	98.00319488817891	56.9888178913738
ENSG00000082701	GSK3B	Cells_Cultured_fibroblasts	45.567092651757186	45.567092651757186	45.567092651757186
ENSG00000082701	GSK3B	Thyroid	54.712460063897765	54.712460063897765	10.383386581469649
ENSG00000082701	GSK3B	Colon_Transverse	64.3370607028754	64.3370607028754	89.31709265175719
ENSG00000082701	GSK3B	Esophagus_Gastroesophageal_Junction	59.22523961661342	59.22523961661342	59.22523961661342
ENSG00000087266	SH3BP2	Adipose_Subcutaneous	19.149361022364218	19.149361022364218	8.027156549520766
ENSG00000087266	SH3BP2	Esophagus_Muscularis	46.52555910543131	46.52555910543131	36.26198083067093
ENSG00000087266	SH3BP2	Artery_Tibial	47.72364217252396	47.72364217252396	91.35383386581469
ENSG00000087266	SH3BP2	Brain_Cerebellum	95.08785942492013	95.08785942492013	95.08785942492013
ENSG00000087266	SH3BP2	Brain_Nucleus_accumbens_basal_ganglia	70.6070287539936	70.6070287539936	75.5591054313099
ENSG00000087266	SH3BP2	Testis	16.054313099041533	16.054313099041533	16.054313099041533
ENSG00000087266	SH3BP2	Cells_Cultured_fibroblasts	6.1900958466453675	6.1900958466453675	6.7092651757188495
ENSG00000087266	SH3BP2	Thyroid	50.61900958466454	50.61900958466454	26.457667731629392
ENSG00000087266	SH3BP2	Colon_Sigmoid	23.62220447284345	23.62220447284345	23.62220447284345
ENSG00000096717	SIRT1	Adipose_Subcutaneous	43.1908945686901	43.1908945686901	43.1908945686901
ENSG00000096717	SIRT1	Esophagus_Mucosa	33.945686900958464	33.945686900958464	16.89297124600639
ENSG00000096717	SIRT1	Lung	81.46964856230032	81.46964856230032	61.781150159744406
ENSG00000096717	SIRT1	Artery_Tibial	91.49361022364218	91.49361022364218	96.64536741214057
ENSG00000096717	SIRT1	Nerve_Tibial	6.5894568690095845	6.5894568690095845	56.23003194888179
ENSG00000096717	SIRT1	Skin_Not_Sun_Exposed_Suprapubic	29.83226837060703	29.83226837060703	29.83226837060703
ENSG00000096717	SIRT1	Stomach	12.26038338658147	12.26038338658147	9.02555910543131
ENSG00000096717	SIRT1	Cells_Cultured_fibroblasts	79.67252396166134	79.67252396166134	79.67252396166134
ENSG00000096717	SIRT1	Thyroid	88.83785942492013	88.83785942492013	88.83785942492013
ENSG00000096717	SIRT1	Whole_Blood	77.27635782747603	77.27635782747603	70.88658146964856
ENSG00000100462	PRMT5	Adipose_Subcutaneous	92.97124600638978	92.97124600638978	92.97124600638978
ENSG00000100462	PRMT5	Liver	60.02396166134185	49.4408945686901	41.174121405750796
ENSG00000100462	PRMT5	Nerve_Tibial	43.909744408945684	43.909744408945684	62.539936102236425
ENSG00000100462	PRMT5	Pancreas	75.47923322683707	53.47444089456869	5.55111821086262
ENSG00000100462	PRMT5	Skin_Not_Sun_Exposed_Suprapubic	31.389776357827476	31.389776357827476	37.85942492012779
ENSG00000100462	PRMT5	Spleen	87.34025559105432	87.34025559105432	44.24920127795527
ENSG00000100462	PRMT5	Thyroid	56.30990415335463	56.30990415335463	56.30990415335463
ENSG00000100462	PRMT5	Whole_Blood	34.784345047923324	34.784345047923324	34.784345047923324
ENSG00000102468	HTR2A	Adipose_Subcutaneous	25.03993610223642	25.03993610223642	41.21405750798722
ENSG00000102468	HTR2A	Esophagus_Mucosa	42.37220447284345	42.37220447284345	42.37220447284345
ENSG00000102468	HTR2A	Esophagus_Muscularis	42.6517571884984	42.6517571884984	83.94568690095846
ENSG00000102468	HTR2A	Heart_Atrial_Appendage	23.083067092651756	23.083067092651756	23.083067092651756
ENSG00000102468	HTR2A	Artery_Aorta	29.233226837060702	29.233226837060702	49.0814696485623
ENSG00000102468	HTR2A	Lung	88.81789137380191	88.81789137380191	89.1373801916933
ENSG00000102468	HTR2A	Artery_Tibial	1.7172523961661341	1.7172523961661341	1.7172523961661341
ENSG00000102468	HTR2A	Pituitary	97.48402555910543	97.48402555910543	97.48402555910543
ENSG00000102468	HTR2A	Skin_Not_Sun_Exposed_Suprapubic	6.2699680511182105	6.2699680511182105	30.07188498402556
ENSG00000102468	HTR2A	Skin_Sun_Exposed_Lower_leg	78.83386581469648	78.83386581469648	53.43450479233227
ENSG00000102468	HTR2A	Testis	80.91054313099042	80.91054313099042	80.91054313099042
ENSG00000102468	HTR2A	Cells_Cultured_fibroblasts	77.99520766773163	77.99520766773163	77.99520766773163
ENSG00000102468	HTR2A	Colon_Transverse	69.32907348242811	69.32907348242811	87.69968051118211
ENSG00000106546	AHR	Adipose_Subcutaneous	88.09904153354633	88.09904153354633	44.76837060702876
ENSG00000106546	AHR	Ovary	58.346645367412144	58.346645367412144	86.22204472843451
ENSG00000106546	AHR	Pancreas	39.6964856230032	39.6964856230032	20.36741214057508
ENSG00000106546	AHR	Small_Intestine_Terminal_Ileum	9.784345047923322	9.784345047923322	9.784345047923322
ENSG00000106546	AHR	Brain_Putamen_basal_ganglia	2.236421725239617	2.236421725239617	4.952076677316294
ENSG00000106546	AHR	Spleen	99.96006389776358	99.96006389776358	99.96006389776358
ENSG00000106546	AHR	Cells_Cultured_fibroblasts	12.220447284345047	12.220447284345047	7.667731629392971
ENSG00000106546	AHR	Colon_Transverse	35.86261980830671	35.86261980830671	58.50638977635783
ENSG00000106546	AHR	Whole_Blood	21.465654952076676	21.465654952076676	87.46006389776358
ENSG00000107317	PTGDS	Adipose_Subcutaneous	97.00479233226837	97.00479233226837	30.630990415335464
ENSG00000107317	PTGDS	Adipose_Visceral_Omentum	32.22843450479233	32.22843450479233	78.314696485623
ENSG00000107317	PTGDS	Artery_Aorta	87.8594249201278	87.8594249201278	98.60223642172524
ENSG00000107317	PTGDS	Lung	28.03514376996805	28.03514376996805	28.03514376996805
ENSG00000107317	PTGDS	Artery_Tibial	89.37699680511182	89.37699680511182	90.2555910543131
ENSG00000107317	PTGDS	Ovary	88.6182108626198	88.6182108626198	98.20287539936102
ENSG00000107317	PTGDS	Skin_Not_Sun_Exposed_Suprapubic	0.8785942492012779	0.8785942492012779	0.8386581469648562
ENSG00000107317	PTGDS	Thyroid	60.90255591054313	60.90255591054313	79.07348242811501
ENSG00000107317	PTGDS	Esophagus_Gastroesophageal_Junction	98.96166134185303	98.96166134185303	87.77955271565496
ENSG00000107317	PTGDS	Whole_Blood	13.378594249201278	13.378594249201278	5.970447284345048
ENSG00000107643	MAPK8	Adipose_Subcutaneous	18.47044728434505	18.47044728434505	18.47044728434505
ENSG00000107643	MAPK8	Esophagus_Mucosa	24.680511182108628	24.680511182108628	4.113418530351438
ENSG00000107643	MAPK8	Esophagus_Muscularis	76.39776357827476	76.39776357827476	76.39776357827476
ENSG00000107643	MAPK8	Adrenal_Gland	91.81309904153355	91.81309904153355	93.76996805111821
ENSG00000107643	MAPK8	Artery_Aorta	43.39057507987221	43.39057507987221	23.941693290734825
ENSG00000107643	MAPK8	Lung	24.440894568690094	24.440894568690094	19.089456869009584
ENSG00000107643	MAPK8	Nerve_Tibial	53.394568690095845	53.394568690095845	55.27156549520767
ENSG00000107643	MAPK8	Brain_Cerebellar_Hemisphere	11.940894568690096	11.940894568690096	11.940894568690096
ENSG00000107643	MAPK8	Skin_Not_Sun_Exposed_Suprapubic	12.5	12.5	12.5
ENSG00000107643	MAPK8	Skin_Sun_Exposed_Lower_leg	13.857827476038338	13.857827476038338	13.857827476038338
ENSG00000107643	MAPK8	Spleen	2.5958466453674123	2.5958466453674123	3.873801916932907
ENSG00000107643	MAPK8	Testis	35.42332268370607	35.42332268370607	37.30031948881789
ENSG00000107643	MAPK8	Thyroid	4.373003194888179	4.373003194888179	19.8482428115016
ENSG00000107643	MAPK8	Colon_Sigmoid	32.98722044728434	32.98722044728434	36.34185303514377
ENSG00000107643	MAPK8	Colon_Transverse	34.24520766773163	34.24520766773163	33.965654952076676
ENSG00000107643	MAPK8	Whole_Blood	24.181309904153355	24.181309904153355	24.181309904153355
ENSG00000108784	NAGLU	Adipose_Subcutaneous	22.883386581469647	22.883386581469647	42.691693290734825
ENSG00000108784	NAGLU	Esophagus_Mucosa	4.63258785942492	4.63258785942492	4.63258785942492
ENSG00000108784	NAGLU	Adipose_Visceral_Omentum	6.8690095846645365	6.8690095846645365	6.8690095846645365
ENSG00000108784	NAGLU	Esophagus_Muscularis	28.6741214057508	28.6741214057508	28.6741214057508
ENSG00000108784	NAGLU	Heart_Atrial_Appendage	37.97923322683706	37.97923322683706	37.97923322683706
ENSG00000108784	NAGLU	Artery_Aorta	7.0287539936102235	7.0287539936102235	9.864217252396166
ENSG00000108784	NAGLU	Liver	0.0	0.0	0.0
ENSG00000108784	NAGLU	Lung	20.287539936102238	20.686900958466452	20.36741214057508
ENSG00000108784	NAGLU	Artery_Tibial	51.39776357827476	51.39776357827476	51.39776357827476
ENSG00000108784	NAGLU	Nerve_Tibial	44.56869009584665	44.56869009584665	47.16453674121406
ENSG00000108784	NAGLU	Skin_Not_Sun_Exposed_Suprapubic	13.538338658146964	13.538338658146964	13.538338658146964
ENSG00000108784	NAGLU	Skin_Sun_Exposed_Lower_leg	55.59105431309904	55.59105431309904	55.59105431309904
ENSG00000108784	NAGLU	Stomach	46.08626198083067	46.08626198083067	40.65495207667732
ENSG00000108784	NAGLU	Testis	0.07987220447284345	0.07987220447284345	0.07987220447284345
ENSG00000108784	NAGLU	Cells_Cultured_fibroblasts	99.96006389776358	99.96006389776358	99.96006389776358
ENSG00000108784	NAGLU	Thyroid	27.236421725239616	27.236421725239616	27.236421725239616
ENSG00000108784	NAGLU	Whole_Blood	87.93929712460064	87.93929712460064	83.98562300319489
ENSG00000116005	PCYOX1	Adipose_Subcutaneous	89.41693290734824	97.04472843450479	59.46485623003195
ENSG00000116005	PCYOX1	Esophagus_Muscularis	10.18370607028754	10.18370607028754	10.18370607028754
ENSG00000116005	PCYOX1	Heart_Left_Ventricle	28.115015974440894	28.115015974440894	29.712460063897762
ENSG00000116005	PCYOX1	Artery_Aorta	8.985623003194888	8.985623003194888	0.11980830670926518
ENSG00000116005	PCYOX1	Artery_Tibial	14.81629392971246	14.81629392971246	36.42172523961661
ENSG00000116005	PCYOX1	Nerve_Tibial	73.3626198083067	73.3626198083067	73.3626198083067
ENSG00000116005	PCYOX1	Brain_Cerebellum	72.90335463258786	72.90335463258786	72.90335463258786
ENSG00000116005	PCYOX1	Pituitary	66.29392971246007	66.29392971246007	60.22364217252396
ENSG00000116005	PCYOX1	Skin_Not_Sun_Exposed_Suprapubic	1.7571884984025559	1.7571884984025559	0.11980830670926518
ENSG00000116005	PCYOX1	Thyroid	17.252396166134186	17.252396166134186	17.252396166134186
