GeneID	GeneName	Adipose_Subcutaneous	Esophagus_Mucosa	Adipose_Visceral_Omentum	Esophagus_Muscularis	Adrenal_Gland	Heart_Atrial_Appendage	Brain_Anterior_cingulate_cortex_BA24	Heart_Left_Ventricle	Artery_Aorta	Liver	Artery_Coronary	Lung	Artery_Tibial	Muscle_Skeletal	Brain_Caudate_basal_ganglia	Nerve_Tibial	Brain_Cerebellar_Hemisphere	Ovary	Brain_Cerebellum	Pancreas	Brain_Cortex	Pituitary	Brain_Frontal_Cortex_BA9	Prostate	Brain_Hippocampus	Skin_Not_Sun_Exposed_Suprapubic	Brain_Hypothalamus	Skin_Sun_Exposed_Lower_leg	Brain_Nucleus_accumbens_basal_ganglia	Small_Intestine_Terminal_Ileum	Brain_Putamen_basal_ganglia	Spleen	Breast_Mammary_Tissue	Stomach	Cells_EBV-transformed_lymphocytes	Testis	Cells_Cultured_fibroblasts	Thyroid	Colon_Sigmoid	Uterus	Colon_Transverse	Vagina	Esophagus_Gastroesophageal_Junction	Whole_Blood
ENSG00000128272	ATF4	0.9740415335463258	0.030351437699680513	0.7851437699680511	0.9021565495207668	NaN	NaN	NaN	0.8302715654952076	0.9752396166134184	NaN	NaN	NaN	0.05191693290734824	0.992811501597444	NaN	1.0	NaN	NaN	NaN	NaN	0.5379392971246006	NaN	NaN	NaN	NaN	0.7595846645367412	NaN	0.84185303514377	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.937300319488818	NaN	NaN	NaN	0.6389776357827476	NaN	0.00559105431309904	0.5175718849840255	0.1940894568690096
ENSG00000169136	ATF5	0.7623801916932907	NaN	NaN	0.16813099041533547	0.8067092651757188	NaN	0.35942492012779553	0.6645367412140575	0.3809904153354632	NaN	NaN	0.8138977635782748	0.9345047923322684	0.08226837060702875	NaN	0.04952076677316294	0.4776357827476038	NaN	NaN	NaN	NaN	NaN	NaN	0.3674121405750799	NaN	NaN	NaN	0.8977635782747604	NaN	NaN	NaN	NaN	NaN	0.34185303514377	NaN	0.825479233226837	0.8630191693290735	0.8286741214057508	NaN	NaN	NaN	NaN	0.1733226837060703	NaN
ENSG00000179774	ATOH7	0.22324281150159744	0.013178913738019169	NaN	NaN	0.30431309904153353	NaN	NaN	0.5119808306709265	0.9736421725239616	0.9920127795527156	NaN	0.5978434504792333	0.5978434504792333	NaN	NaN	NaN	NaN	NaN	0.2280351437699681	0.2488019169329073	NaN	NaN	NaN	NaN	NaN	0.8007188498402555	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3861821086261981	NaN	0.8166932907348243	1.0	0.02236421725239616	NaN	NaN	0.16773162939297126	NaN	NaN	NaN
ENSG00000153064	BANK1	0.20686900958466453	NaN	0.6010383386581469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5443290734824281	NaN	0.08266773162939298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	0.7404153354632588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8833865814696485	NaN	0.5507188498402555
ENSG00000134107	BHLHE40	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.00878594249201278	0.2360223642172524	NaN	0.4520766773162939	0.14696485623003194	NaN	0.2779552715654952	0.9161341853035144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.28714057507987223	0.3714057507987221	NaN
ENSG00000123095	BHLHE41	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.20407348242811504	NaN	NaN	0.2971246006389776	NaN	NaN	0.051118210862619806	NaN	NaN	NaN	NaN	NaN	0.5786741214057508	NaN	0.4325079872204473	NaN	0.007587859424920127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9113418530351438	NaN	NaN	NaN	0.014776357827476038	0.09145367412140576	NaN	NaN
ENSG00000183826	BTBD9	NaN	0.3654153354632588	NaN	NaN	NaN	NaN	NaN	0.5527156549520766	0.6170127795527156	NaN	NaN	NaN	NaN	0.4365015974440895	NaN	0.7416134185303515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2715654952076677	NaN	0.8446485623003195	NaN	NaN	NaN	NaN	NaN	0.5123801916932907	NaN	NaN	0.9736421725239616	0.9592651757188498	NaN	NaN	NaN	NaN	NaN	0.44009584664536733
ENSG00000166167	BTRC	NaN	NaN	NaN	0.5986421725239617	0.8166932907348243	NaN	NaN	NaN	0.22763578274760385	NaN	0.4077476038338658	0.05710862619808306	0.020766773162939296	NaN	NaN	NaN	NaN	NaN	NaN	0.02356230031948882	NaN	0.13458466453674126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.30670926517571884	0.3362619808306709	NaN	NaN	0.5507188498402555	NaN	0.8039137380191693	NaN	NaN	0.13777955271565495	NaN	NaN	NaN	NaN	NaN
ENSG00000118292	C1orf54	NaN	0.011980830670926515	NaN	1.0	0.14337060702875398	NaN	NaN	0.08586261980830671	1.0	NaN	NaN	1.0	0.1737220447284345	NaN	NaN	0.536741214057508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9960063897763578	NaN	NaN	0.4736421725239617	0.3282747603833866	NaN	0.18250798722044728	NaN	NaN	NaN	NaN	NaN	0.8246805111821086	0.6218051118210862	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000088543	C3orf18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1206070287539936	NaN	0.8087060702875399	NaN	NaN	NaN	0.005990415335463258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8526357827476039	0.3534345047923323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.02236421725239616	0.1845047923322684	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000136436	CALCOCO2	0.04472843450479233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5942492012779552	NaN	NaN	0.4496805111821086	NaN	0.4049520766773163	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	0.9720447284345048	NaN	NaN	NaN	0.8039137380191693	NaN	NaN	NaN	0.7751597444089456
ENSG00000164326	CARTPT	NaN	NaN	NaN	0.9960063897763578	NaN	NaN	NaN	NaN	0.963258785942492	NaN	NaN	NaN	0.7771565495207667	NaN	NaN	NaN	NaN	NaN	NaN	0.006789137380191693	NaN	0.125	NaN	NaN	NaN	0.3059105431309904	NaN	NaN	NaN	0.5315495207667732	NaN	NaN	0.08586261980830671	NaN	NaN	0.2943290734824281	NaN	0.9025559105431309	0.4221246006389776	NaN	NaN	NaN	NaN	NaN
ENSG00000170955	CAVIN3	0.004792332268370607	1.0	0.6677316293929713	0.5	0.7651757188498403	0.25	NaN	0.14736421725239618	0.4720447284345048	NaN	NaN	0.1369808306709265	0.3686102236421725	1.0	NaN	0.7915335463258786	0.08865814696485623	NaN	NaN	0.1202076677316294	NaN	NaN	0.9464856230031948	NaN	NaN	0.19968051118210864	NaN	NaN	NaN	NaN	NaN	0.1625399361022364	0.21805111821086265	0.78314696485623	NaN	0.3506389776357827	0.17971246006389774	0.5682907348242812	0.0371405750798722	NaN	1.0	NaN	1.0	0.5135782747603834
ENSG00000158941	CCAR2	0.8738019169329073	NaN	NaN	NaN	NaN	1.0	NaN	0.1409744408945687	NaN	NaN	NaN	0.13498402555910546	NaN	0.5227635782747604	NaN	0.6445686900958466	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18210862619808307	NaN	NaN	NaN	NaN	NaN	NaN	0.20327476038338654	NaN	0.9073482428115016	0.2975239616613419	NaN	0.043530351437699684	NaN	NaN	NaN	NaN
ENSG00000107736	CDH23	NaN	0.0970447284345048	NaN	NaN	NaN	NaN	NaN	NaN	0.1876996805111821	0.8865814696485623	NaN	0.030750798722044732	1.0	0.2927316293929713	NaN	0.13777955271565495	0.5339456869009584	NaN	0.006789137380191693	NaN	NaN	NaN	NaN	0.06349840255591055	0.0019968051118210857	NaN	NaN	0.2527955271565495	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5219648562300321	NaN	0.6142172523961661	NaN	0.5634984025559105	NaN	NaN	NaN	0.8087060702875399
ENSG00000135446	CDK4	NaN	NaN	NaN	0.2827476038338658	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6873003194888179	NaN	NaN	NaN	0.17492012779552715	NaN	NaN	NaN	NaN	NaN	NaN	0.05830670926517573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.02795527156549521	NaN	NaN	NaN	NaN	NaN
ENSG00000160716	CHRNB2	NaN	0.2955271565495208	NaN	NaN	NaN	NaN	0.7496006389776357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3706070287539936	NaN	NaN	NaN	0.9568690095846646	NaN	NaN	NaN	0.4476837060702875	NaN	NaN	1.0	NaN	NaN	0.5239616613418531	NaN	NaN	NaN	NaN	NaN	0.14896166134185304	NaN	NaN	NaN	0.5095846645367412	NaN	NaN	0.9444888178913738
ENSG00000159208	CIART	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0039936102236421715	NaN	NaN	NaN	0.3178913738019169	NaN	0.3222843450479233	1.0	0.5115814696485623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0019968051118210857	1.0	1.0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000198894	CIPC	NaN	NaN	0.009984025559105431	1.0	NaN	NaN	NaN	NaN	0.8885782747603834	NaN	NaN	NaN	NaN	0.20327476038338654	NaN	NaN	NaN	NaN	NaN	0.018370607028753996	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5271565495207667	0.2240415335463259	NaN	NaN	0.5259584664536742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7016773162939297
ENSG00000189143	CLDN4	0.9592651757188498	NaN	NaN	0.5323482428115016	0.8274760383386581	0.038338658146964855	NaN	NaN	0.039137380191693286	NaN	NaN	NaN	NaN	0.8961661341853036	0.713258785942492	0.7424121405750799	0.5431309904153354	NaN	0.10263578274760383	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6022364217252396	NaN	0.4205271565495208	NaN	0.5950479233226837	NaN	0.707667731629393	NaN	NaN	NaN	0.9748402555910544	0.9309105431309904	NaN	NaN	NaN	NaN	0.1665335463258786	NaN
ENSG00000134852	CLOCK	0.5355431309904153	0.8702076677316294	NaN	0.039536741214057515	0.009984025559105431	0.9600638977635784	NaN	NaN	0.8218849840255591	NaN	NaN	0.023961661341853038	0.0231629392971246	NaN	NaN	0.2547923322683706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9612619808306708	0.019568690095846646	0.3726038338658147	NaN	0.490814696485623	NaN	0.4321086261980831	NaN	NaN	NaN	NaN	0.5690894568690096	0.2547923322683706	NaN	0.4704472843450479	0.6146166134185304	NaN	NaN	NaN
ENSG00000110090	CPT1A	NaN	0.5095846645367412	0.007188498402555909	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4704472843450479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.08985623003194887	NaN	0.8961661341853036	NaN	0.09464856230031947	NaN	NaN	NaN
ENSG00000118260	CREB1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7787539936102237	0.9784345047923324	NaN	NaN	NaN	NaN	NaN	0.4964057507987221	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8007188498402555	NaN	NaN	NaN	1.0	NaN	NaN	0.05830670926517573
ENSG00000095794	CREM	NaN	NaN	NaN	0.5918530351437701	NaN	NaN	NaN	NaN	1.0	NaN	NaN	0.9712460063897764	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8222843450479234	NaN	0.8789936102236422	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6289936102236422
ENSG00000147571	CRH	NaN	NaN	NaN	NaN	NaN	NaN	0.8278753993610224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8158945686900958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000105662	CRTC1	NaN	0.08746006389776358	NaN	NaN	NaN	0.31429712460063897	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3726038338658147	NaN	NaN	0.016773162939297124	NaN	1.0	NaN	NaN	NaN	NaN	0.7571884984025559	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4972044728434505	NaN	1.0	0.6014376996805112
ENSG00000008405	CRY1	NaN	0.21206070287539933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0011980830670926515	NaN	NaN	NaN	0.8562300319488818	NaN	NaN	1.0	NaN	0.9464856230031948	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	0.5287539936102237	NaN	0.6106230031948882	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000121671	CRY2	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.11461661341853036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5447284345047924	NaN	NaN	NaN	NaN	NaN	0.762779552715655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	0.8813897763578274
ENSG00000141551	CSNK1D	NaN	0.9544728434504792	0.889776357827476	1.0	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	1.0	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5954472843450479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6565495207667732	NaN	NaN	NaN	1.0	NaN	NaN	0.4309105431309904
ENSG00000213923	CSNK1E	0.8686102236421726	NaN	NaN	NaN	0.08506389776357827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.08945686900958466	NaN	1.0	NaN	NaN	NaN	NaN	NaN	0.5415335463258786	NaN	NaN	0.5511182108626198	NaN	NaN	NaN	NaN	NaN	NaN	0.8965654952076677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000174080	CTSF	0.4572683706070288	0.10383386581469647	0.0	0.7128594249201278	0.4972044728434505	NaN	NaN	0.14257188498402554	0.4213258785942492	NaN	NaN	0.05591054313099041	0.8047124600638977	0.3314696485623003	NaN	0.853035143769968	0.0	NaN	NaN	NaN	NaN	0.17492012779552715	NaN	NaN	NaN	0.6665335463258786	1.0	0.16094249201277955	0.02595846645367412	NaN	NaN	NaN	1.0	0.8083067092651757	NaN	NaN	0.3793929712460064	0.3670127795527157	0.4628594249201278	NaN	NaN	NaN	0.9856230031948882	0.6605431309904153
ENSG00000163131	CTSS	0.5698881789137379	0.5355431309904153	NaN	0.7472044728434505	0.16613418530351434	0.8222843450479234	0.5898562300319489	0.4664536741214058	NaN	0.5411341853035144	NaN	NaN	0.5079872204472844	0.6661341853035144	0.106629392971246	0.6078274760383386	0.6880990415335463	NaN	0.46685303514377	0.8857827476038339	0.0019968051118210857	NaN	NaN	NaN	NaN	0.1737220447284345	0.8174920127795527	0.4684504792332269	NaN	NaN	0.6653354632587859	0.006789137380191693	NaN	0.3690095846645368	0.8366613418530351	0.14057507987220447	0.8438498402555911	0.478035143769968	NaN	NaN	1.0	NaN	NaN	NaN
ENSG00000105516	DBP	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	0.3103035143769968	0.40415335463258784	NaN	NaN	NaN	NaN	NaN	NaN	0.5539137380191693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7452076677316294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000132437	DDC	NaN	0.3917731629392972	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9037539936102236	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.09105431309904154	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2655750798722045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000116138	DNAJC16	NaN	0.6289936102236422	0.5471246006389776	NaN	NaN	0.26437699680511184	NaN	0.04832268370607029	0.6493610223642172	NaN	NaN	NaN	NaN	NaN	NaN	0.4600638977635783	NaN	NaN	NaN	0.05990415335463259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4600638977635783	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000184845	DRD1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5415335463258786	NaN	NaN	NaN	NaN	0.22164536741214055	NaN	0.8158945686900958	0.8630191693290735	NaN	0.06389776357827476	NaN	NaN	NaN	0.10942492012779552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000149295	DRD2	0.4476837060702875	NaN	0.4205271565495208	0.4305111821086262	NaN	NaN	NaN	NaN	0.16932907348242812	NaN	0.8015175718849841	NaN	NaN	0.4720447284345048	NaN	0.9792332268370608	0.6561501597444089	NaN	NaN	0.0	0.2687699680511182	NaN	NaN	NaN	NaN	0.4325079872204473	NaN	0.7891373801916933	NaN	NaN	NaN	NaN	NaN	0.31549520766773165	NaN	NaN	NaN	0.7120607028753994	0.1737220447284345	0.8470447284345048	NaN	0.7244408945686901	NaN	NaN
